LOAN_ID,CUSTOMER_ID,AGE,GENDER,STATE,OCCUPATION,MONTHLY_INCOME,LOAN_PRODUCT,LOAN_AMOUNT,SANCTION_AMOUNT,LOAN_TENURE,INTEREST_RATE,EMI_AMOUNT,BUREAU_SCORE,VINTAGE_MONTHS,CURRENT_DPD,MAX_DPD,OUTSTANDING_BALANCE,COLLECTION_BUCKET,LOAN_STATUS,DEFAULT_FLAG,WRITE_OFF_FLAG,DISBURSAL_DATE,LAST_PAYMENT_DATE,INCOME_IMPUTED,BUREAU_IMPUTED,FOIR,EMI_INCOME_RATIO_PCT,CREDIT_UTILIZATION,IS_DELINQUENT,LOAN_TO_INCOME,RISK_LABEL,APPROVAL_LABEL
LN0000575,CUST000462,47,Male,Gujarat,Salaried,17998.0,Personal Loan,50000,37155,60,31.0,906.11,626.0,67,0,90,28664,Current,Active,0,0,2021-07-26,2026-12-29,0,0,0.0503,5.0,0.7715,0,0.17,High Risk,Reject
LN0000384,CUST000083,41,Male,Karnataka,Self Employed,62719.0,Consumer Durable Loan,77640,53329,6,23.82,9515.78,561.0,53,120,120,45440,90+,Delinquent,1,1,2022-02-25,2026-02-02,0,0,0.1517,15.2,0.8521,1,0.07,High Risk,Reject
LN0000083,CUST000096,31,Female,Maharashtra,Unknown,39554.0,Home Loan,5596458,4470873,180,10.45,49282.49,698.0,19,0,90,628438,Current,Active,0,0,2023-11-19,2025-05-02,0,0,1.0,100.0,0.1406,0,9.42,Medium Risk,Reject
LN0000802,CUST000479,37,Female,Madhya Pradesh,Self Employed,61911.0,MSME Loan,1221447,861862,24,23.37,45297.04,587.0,47,75,75,160737,61-90,Delinquent,0,0,2022-05-14,2025-12-01,0,0,0.7316,73.2,0.1865,1,1.16,High Risk,Reject
LN0000108,CUST000525,54,Female,Madhya Pradesh,Self Employed,54072.0,Personal Loan,674349,599915,36,11.5,19782.8,761.0,22,15,30,448871,1-30,Active,0,0,2021-06-09,2023-03-10,0,0,0.3659,36.6,0.7482,1,0.92,Medium Risk,Approve with Conditions
LN0000510,CUST000372,16,Male,Uttar Pradesh,Salaried,38718.0,Personal Loan,282958,272496,36,19.18,10013.44,850.0,47,0,15,46506,Current,Active,0,0,2023-12-10,2027-09-15,0,0,0.2586,25.9,0.1707,0,0.59,Low Risk,Approve
LN0000149,CUST000184,30,Male,Tamil Nadu,Salaried,69052.0,Personal Loan,471061,430739,36,17.01,15359.16,773.0,20,15,15,85469,1-30,Active,0,0,2025-01-14,2026-07-13,0,0,0.2224,22.2,0.1984,1,0.52,Medium Risk,Approve with Conditions
LN0000814,CUST000603,50,Female,Uttar Pradesh,Salaried,60136.0,Vehicle Loan,724725,602830,24,19.54,30546.22,703.0,55,0,150,447280,Current,Active,0,0,2025-01-14,2029-06-29,0,0,0.508,50.8,0.742,0,0.84,Medium Risk,Approve with Conditions
LN0000734,CUST000662,40,Male,Delhi,Self Employed,50489.0,Personal Loan,234250,158992,24,17.22,7877.74,590.0,61,0,0,68164,Current,Active,0,0,2025-10-05,2025-08-16,1,0,0.156,15.6,0.4287,0,0.26,High Risk,Reject
LN0000111,CUST000075,38,Male,Gujarat,Business,90022.0,Personal Loan,73429,73404,60,19.59,1928.05,693.0,15,0,90,26428,Current,Active,0,0,2022-12-18,2024-03-04,0,1,0.0214,2.1,0.36,0,0.07,Medium Risk,Approve with Conditions
LN0000590,CUST000635,50,Male,Telangana,Business,56005.0,Vehicle Loan,470335,361654,36,11.47,11920.75,651.0,36,90,90,342282,61-90,Delinquent,1,0,2024-05-20,2027-01-26,0,0,0.2129,21.3,0.9464,1,0.54,High Risk,Reject
LN0000926,CUST000192,36,Male,Maharashtra,Business,36477.0,MSME Loan,787391,0,24,14.1,27737.62,646.0,67,7,75,505292,1-30,Active,0,0,2022-11-25,2028-04-29,0,0,0.7604,76.0,1.5,1,0.0,High Risk,Reject
LN0000202,CUST000617,34,Female,Tamil Nadu,Self Employed,83975.0,Vehicle Loan,920165,692742,24,13.32,33038.44,735.0,61,0,60,437131,Current,Active,0,0,2020-01-24,2025-01-06,0,0,0.3934,39.3,0.631,0,0.69,Low Risk,Approve with Conditions
LN0000706,CUST000225,62,Female,Telangana,Business,56983.0,Personal Loan,50000,41307,12,20.47,3835.75,745.0,11,0,150,29135,Current,Active,0,0,2021-08-12,2022-06-23,0,0,0.0673,6.7,0.7053,0,0.06,Medium Risk,Approve with Conditions
LN0000823,CUST000026,50,Female,West Bengal,Salaried,62852.0,Personal Loan,421841,278246,48,11.92,7316.36,612.0,12,0,45,128188,Current,Active,0,0,2024-05-10,2025-04-17,0,0,0.1164,11.6,0.4607,0,0.37,High Risk,Reject
LN0000862,CUST000140,21,Male,Delhi,Self Employed,101923.0,MSME Loan,2047900,1605991,48,14.02,43902.19,694.0,26,0,45,905300,Current,Active,0,0,2020-04-21,2022-06-03,0,0,0.4307,43.1,0.5637,0,1.31,Medium Risk,Approve with Conditions
LN0000004,CUST000372,29,Female,Rajasthan,Self Employed,73347.0,Personal Loan,226532,159283,60,17.87,4033.49,671.0,0,90,90,152246,61-90,Delinquent,1,0,2022-01-01,,0,0,0.055,5.5,0.9558,1,0.18,High Risk,Reject
LN0000047,CUST000515,43,Male,West Bengal,Salaried,53786.0,MSME Loan,3490656,2930728,60,10.66,63225.32,745.0,11,0,90,2871092,Current,Active,0,0,2025-05-14,2026-03-07,0,0,1.0,100.0,0.9797,0,4.54,Medium Risk,Reject
LN0000091,CUST000615,21,Male,Tamil Nadu,Salaried,37845.0,Vehicle Loan,1038971,770286,24,24.59,40953.05,580.0,3,0,0,494749,Current,Active,0,0,2024-11-13,2025-02-01,0,0,1.0,100.0,0.6423,0,1.7,High Risk,Reject
LN0000334,CUST000670,103,Male,Uttar Pradesh,Business,68484.0,Consumer Durable Loan,10000,10000,12,9.63,877.44,768.0,50,0,75,5399,Current,Active,0,0,2020-04-20,2024-05-15,0,0,0.0128,1.3,0.5399,0,0.01,Low Risk,Approve with Conditions
LN0000676,CUST000087,34,Male,Gujarat,Salaried,35411.0,Consumer Durable Loan,51665,37814,18,14.51,2350.31,615.0,27,0,0,13952,Current,Active,0,0,2023-08-12,2025-10-12,0,0,0.0664,6.6,0.369,0,0.09,High Risk,Reject
LN0000035,CUST000573,38,Male,Tamil Nadu,Salaried,69082.0,Vehicle Loan,738214,587619,48,19.65,17772.06,731.0,14,0,120,336801,Current,Active,0,0,2023-06-17,2024-08-08,0,0,0.2573,25.7,0.5732,0,0.71,Medium Risk,Approve with Conditions
LN0000182,CUST000139,38,Female,Delhi,Salaried,73024.0,Personal Loan,352584,312641,60,12.73,7070.41,778.0,31,0,60,170083,Current,Active,0,0,2020-09-30,2023-03-11,0,0,0.0968,9.7,0.544,0,0.36,Low Risk,Approve with Conditions
LN0000192,CUST000445,56,Female,Telangana,Salaried,47683.0,Consumer Durable Loan,126864,105021,24,11.38,4913.35,705.0,25,0,60,69048,Current,Active,0,0,2025-01-30,2027-01-08,0,1,0.103,10.3,0.6575,0,0.18,Low Risk,Approve with Conditions
LN0000738,CUST000538,33,Female,Rajasthan,Salaried,49198.0,Personal Loan,275133,187154,36,15.23,6508.85,647.0,14,15,150,103011,1-30,Active,0,0,2021-08-02,2022-08-15,0,0,0.1323,13.2,0.5504,1,0.32,High Risk,Reject
LN0000783,CUST000644,44,Male,Delhi,Self Employed,36120.0,MSME Loan,150000,145827,48,19.84,4425.15,771.0,29,0,45,56834,Current,Active,0,0,2024-08-22,2026-12-12,0,0,0.1225,12.2,0.3897,0,0.34,Low Risk,Approve with Conditions
LN0000961,CUST000166,37,Female,Uttar Pradesh,Business,86450.0,Home Loan,5676076,4012743,300,9.43,34864.14,556.0,27,90,90,1757386,61-90,Delinquent,1,0,2023-08-07,2025-07-14,0,0,0.4033,40.3,0.438,1,3.87,High Risk,Reject
LN0000548,CUST000266,45,Male,Maharashtra,Unknown,32965.0,Consumer Durable Loan,153537,120351,18,16.01,7565.4,719.0,16,0,150,45079,Current,Active,0,0,2020-10-05,2021-12-22,0,0,0.2295,23.0,0.3746,0,0.3,Medium Risk,Approve with Conditions
LN0000758,CUST000371,41,Female,Maharashtra,Unknown,70363.0,Vehicle Loan,526252,376967,48,11.91,9910.34,659.0,23,75,75,350458,61-90,Delinquent,0,0,2024-10-26,2026-07-01,0,0,0.1408,14.1,0.9297,1,0.45,High Risk,Reject
LN0000846,CUST000609,37,Male,Maharashtra,Salaried,39047.0,MSME Loan,1154959,817459,48,17.93,23982.97,697.0,43,0,150,332220,Current,Active,0,0,2020-06-26,2023-12-27,0,0,0.6142,61.4,0.4064,0,1.74,Medium Risk,Approve with Conditions
LN0000565,CUST000332,30,Male,Maharashtra,Salaried,60729.0,Personal Loan,127465,81068,18,18.69,5199.31,549.0,29,0,60,30853,Current,Active,0,0,2022-10-29,2025-03-09,0,0,0.0856,8.6,0.3806,0,0.11,High Risk,Reject
LN0000323,CUST000302,21,Female,Madhya Pradesh,Self Employed,141350.0,Vehicle Loan,437899,385931,48,14.5,10643.19,770.0,61,0,15,352068,Current,Active,0,0,2024-10-09,2029-08-30,0,0,0.0753,7.5,0.9123,0,0.23,Low Risk,Approve
LN0000372,CUST000320,51,Male,Maharashtra,Salaried,25643.0,MSME Loan,977393,875559,48,8.5,21581.04,844.0,63,0,45,839806,Current,Active,0,0,2021-02-01,2026-02-22,0,0,0.8416,84.2,0.9592,0,2.85,Medium Risk,Reject
LN0000249,CUST000495,48,Male,Gujarat,Self Employed,33406.0,Vehicle Loan,1305243,1206185,36,14.93,41771.46,816.0,60,120,120,550399,90+,Delinquent,1,1,2025-12-02,2030-06-21,0,0,1.0,100.0,0.4563,1,3.01,High Risk,Reject
LN0000561,CUST000610,30,Male,Tamil Nadu,Salaried,51135.0,Vehicle Loan,638897,460230,36,17.45,16511.71,676.0,55,7,7,357615,1-30,Active,0,0,2023-05-05,2023-03-15,0,0,0.3229,32.3,0.777,1,0.75,Medium Risk,Approve with Conditions
LN0000453,CUST000187,37,Male,Telangana,Salaried,66447.0,Home Loan,3983441,3222250,180,17.54,50828.93,675.0,70,30,150,764916,1-30,Active,0,0,2020-07-07,2026-02-23,0,0,0.765,76.5,0.2374,1,4.04,Medium Risk,Reject
LN0000152,CUST000289,35,Female,Uttar Pradesh,Salaried,77859.0,MSME Loan,150000,143147,48,12.88,3831.76,815.0,63,0,30,125962,Current,Active,0,0,2022-08-11,2027-08-30,0,0,0.0492,4.9,0.8799,0,0.15,Low Risk,Approve
LN0000113,CUST000056,41,Male,West Bengal,Salaried,64350.0,Personal Loan,124097,119408,12,23.46,11259.99,815.0,0,7,45,83166,1-30,Active,0,0,2022-05-23,,0,0,0.175,17.5,0.6965,1,0.15,High Risk,Approve with Conditions
LN0000831,CUST000116,21,Male,Delhi,Business,67979.0,MSME Loan,150000,124603,60,8.5,2556.42,773.0,30,0,60,79784,Current,Active,0,0,2023-08-07,2026-01-13,0,0,0.0376,3.8,0.6403,0,0.15,Low Risk,Approve with Conditions
LN0000944,CUST000683,36,Male,Tamil Nadu,Salaried,28308.0,Personal Loan,630502,475042,60,14.13,11085.44,647.0,8,0,90,257980,Current,Active,0,0,2023-05-17,2023-11-28,0,0,0.3916,39.2,0.5431,0,1.4,High Risk,Reject
LN0000227,CUST000130,38,Male,West Bengal,Business,67546.0,Consumer Durable Loan,123015,91999,6,17.42,16121.57,679.0,47,45,45,85503,31-60,Delinquent,0,0,2024-11-11,2028-06-23,0,0,0.2387,23.9,0.9294,1,0.11,Medium Risk,Approve with Conditions
LN0000045,CUST000286,21,Female,Gujarat,Self Employed,47131.0,Consumer Durable Loan,116268,108016,6,17.66,18941.24,817.0,20,90,90,91798,61-90,Delinquent,1,0,2024-11-29,2026-04-21,0,0,0.4019,40.2,0.8499,1,0.19,High Risk,Reject
LN0000867,CUST000421,43,Female,Delhi,Salaried,64301.0,Personal Loan,317063,243206,18,18.22,15543.47,667.0,27,0,30,191480,Current,Active,0,0,2022-06-22,2024-07-31,0,0,0.2417,24.2,0.7873,0,0.32,Medium Risk,Approve with Conditions
LN0000072,CUST000630,52,Male,Rajasthan,Salaried,51296.0,Personal Loan,405374,303958,24,8.5,13816.62,712.0,13,30,150,85346,1-30,Active,0,0,2023-08-28,2024-08-10,0,0,0.2694,26.9,0.2808,1,0.49,Medium Risk,Approve with Conditions
LN0000221,CUST000695,40,Female,Telangana,Professional,26766.0,MSME Loan,672060,659494,36,15.69,23085.04,850.0,14,60,150,359325,31-60,Delinquent,0,0,2022-03-04,2023-01-16,0,0,0.8625,86.2,0.5448,1,2.05,Medium Risk,Reject
LN0000662,CUST000300,26,Female,Karnataka,Professional,90932.0,Personal Loan,330401,242510,48,14.36,6670.82,574.0,40,30,150,211338,1-30,Active,0,0,2025-10-07,2028-12-03,0,0,0.0734,7.3,0.8715,1,0.22,High Risk,Reject
LN0000485,CUST000647,39,Male,Rajasthan,Self Employed,126688.0,Vehicle Loan,722814,631085,24,16.26,30978.34,772.0,12,0,75,415935,Current,Active,0,0,2020-04-12,2021-04-03,0,0,0.2445,24.4,0.6591,0,0.42,Low Risk,Approve with Conditions
LN0000458,CUST000144,47,Male,Gujarat,Salaried,26657.0,MSME Loan,150000,131085,48,17.78,3835.57,814.0,41,0,90,102946,Current,Active,0,0,2025-11-07,2029-03-09,0,0,0.1439,14.4,0.7853,0,0.41,Low Risk,Approve with Conditions
LN0000663,CUST000148,43,Female,West Bengal,Salaried,28476.0,Home Loan,7890732,5621460,180,10.65,62663.33,642.0,47,0,150,5138338,Current,Active,0,0,2021-01-04,2024-10-16,0,0,1.0,100.0,0.9141,0,16.45,High Risk,Reject
LN0000186,CUST000488,35,Male,Gujarat,Salaried,45222.0,Personal Loan,216636,143454,18,18.73,9203.19,589.0,59,0,30,78383,Current,Active,0,0,2024-01-19,2028-10-09,0,0,0.2035,20.3,0.5464,0,0.26,High Risk,Reject
LN0000517,CUST000513,46,Male,Karnataka,Professional,50480.5,MSME Loan,1495319,1396756,36,14.31,47948.38,721.0,31,60,75,343597,31-60,Delinquent,0,0,2024-01-20,2026-05-15,1,1,0.9498,95.0,0.246,1,2.31,Medium Risk,Reject
LN0000339,CUST000160,24,Female,Karnataka,Self Employed,63259.0,Vehicle Loan,486133,390304,24,17.98,19481.81,668.0,19,0,120,117539,Current,Active,0,0,2021-11-27,2023-05-08,0,0,0.308,30.8,0.3011,0,0.51,Medium Risk,Approve with Conditions
LN0000484,CUST000404,29,Female,Telangana,Unknown,43534.0,Personal Loan,557287,498508,18,15.96,31325.01,818.0,68,45,75,251380,31-60,Delinquent,0,0,2024-10-25,2030-03-05,1,0,0.7196,72.0,0.5043,1,0.95,Medium Risk,Reject
LN0000162,CUST000285,32,Female,Karnataka,Self Employed,105881.0,Personal Loan,99300,71454,36,14.86,2472.08,614.0,53,0,60,26346,Current,Active,0,0,2020-05-24,2024-08-17,0,0,0.0233,2.3,0.3687,0,0.06,High Risk,Reject
LN0000764,CUST000370,47,Male,Maharashtra,Salaried,54924.0,Home Loan,2025482,1737574,240,16.08,24278.45,740.0,11,0,15,705129,Current,Active,0,0,2023-12-30,2024-11-01,0,0,0.442,44.2,0.4058,0,2.64,Low Risk,Approve with Conditions
LN0000052,CUST000113,56,Female,Rajasthan,Self Employed,54803.0,Vehicle Loan,816179,595091,48,15.31,16655.49,694.0,14,90,90,479172,61-90,Delinquent,1,0,2020-04-19,2021-02-05,0,0,0.3039,30.4,0.8052,1,0.9,High Risk,Reject
LN0000256,CUST000546,28,Female,Tamil Nadu,Salaried,40037.0,Home Loan,5129654,4214590,180,22.26,81148.6,652.0,52,30,30,2806166,1-30,Active,0,0,2020-11-10,2025-01-03,0,0,1.0,100.0,0.6658,1,8.77,Medium Risk,Reject
LN0000228,CUST000387,60,Male,West Bengal,Business,155043.0,MSME Loan,871097,616253,36,14.86,21320.39,568.0,65,0,150,320001,Current,Active,0,0,2023-08-11,2028-10-28,0,0,0.1375,13.8,0.5193,0,0.33,High Risk,Reject
LN0000261,CUST000373,38,Male,Tamil Nadu,Salaried,41014.0,Personal Loan,99999999,375844,18,15.86,23599.35,733.0,39,15,45,116784,1-30,Active,0,0,2024-10-11,2027-11-10,0,0,0.5754,57.5,0.3107,1,0.76,Medium Risk,Approve with Conditions
LN0000213,CUST000451,32,Male,Madhya Pradesh,Salaried,25011.0,MSME Loan,150000,107485,36,10.71,3504.18,687.0,41,0,45,88959,Current,Active,0,0,2024-01-19,2027-05-04,0,0,0.1401,14.0,0.8276,0,0.36,Medium Risk,Approve with Conditions
LN0000101,CUST000119,49,Female,Telangana,Salaried,63988.0,Home Loan,3868085,3178434,300,17.1,45951.55,675.0,51,0,45,2369094,Current,Active,0,0,2021-06-21,2025-08-16,0,0,0.7181,71.8,0.7454,0,4.14,Medium Risk,Reject
LN0000061,CUST000690,34,Female,Rajasthan,Professional,100462.0,Personal Loan,326563,210422,36,16.95,7496.88,649.0,68,0,45,79672,Current,Active,0,0,2021-08-14,2027-02-15,0,0,0.0746,7.5,0.3786,0,0.17,High Risk,Reject
LN0000635,CUST000330,39,Male,Madhya Pradesh,Self Employed,59329.0,Personal Loan,259002,236992,12,16.68,21578.82,850.0,6,15,120,217974,1-30,Active,0,0,2021-08-24,2021-12-28,0,0,0.3637,36.4,0.9198,1,0.33,Medium Risk,Approve with Conditions
LN0000071,CUST000443,27,Male,Delhi,Salaried,36242.0,Vehicle Loan,966495,611361,36,14.73,21112.28,632.0,57,0,60,96856,Current,Active,0,0,2021-04-16,2025-12-20,0,0,0.5825,58.2,0.1584,0,1.41,High Risk,Reject
LN0000143,CUST000045,40,Male,Madhya Pradesh,Salaried,54990.0,Home Loan,4932716,4148768,120,12.37,60413.52,705.0,18,60,60,546851,31-60,Delinquent,0,0,2021-03-31,2022-07-05,1,0,1.0,100.0,0.1318,1,6.29,Medium Risk,Reject
LN0000053,CUST000305,47,Male,Delhi,Salaried,34239.0,MSME Loan,1282398,1118037,60,10.76,24175.23,806.0,17,0,150,446703,Current,Active,0,0,2025-05-13,2026-09-02,0,0,0.7061,70.6,0.3995,0,2.72,Medium Risk,Reject
LN0000474,CUST000564,38,Male,West Bengal,Self Employed,34944.0,Personal Loan,452022,378705,36,18.95,13872.25,752.0,56,30,45,346963,1-30,Active,0,0,2022-02-01,2026-08-08,0,0,0.397,39.7,0.9162,1,0.9,Medium Risk,Approve with Conditions
LN0000184,CUST000676,22,Male,West Bengal,Salaried,37075.0,Personal Loan,78556,73428,36,11.92,2436.06,798.0,43,0,60,10627,Current,Active,0,0,2021-04-30,2024-10-27,0,0,0.0657,6.6,0.1447,0,0.17,Low Risk,Approve with Conditions
LN0000979,CUST000016,38,Female,Gujarat,Salaried,48489.0,Vehicle Loan,326475,208201,36,8.81,6602.34,598.0,13,30,30,157531,1-30,Active,0,0,2025-02-08,2026-01-26,1,0,0.1362,13.6,0.7566,1,0.36,High Risk,Reject
LN0000769,CUST000213,21,Female,Uttar Pradesh,Business,46164.0,Home Loan,3707421,3593425,180,16.89,55023.06,785.0,53,15,30,3037441,1-30,Active,0,0,2020-04-04,,0,0,1.0,100.0,0.8453,1,6.49,High Risk,Reject
LN0000672,CUST000192,40,Female,Karnataka,Self Employed,24557.0,MSME Loan,2544876,2084639,48,12.86,55780.9,733.0,57,0,30,1310576,Current,Active,0,0,2021-05-28,2025-12-29,0,0,1.0,100.0,0.6287,0,7.07,Medium Risk,Reject
LN0000627,CUST000020,67,Male,Madhya Pradesh,Salaried,58814.0,Personal Loan,696676,525556,18,12.46,32161.9,718.0,0,0,60,339110,Current,Active,0,0,2021-12-03,,0,0,0.5468,54.7,0.6452,1,0.74,High Risk,Approve with Conditions
LN0000348,CUST000443,21,Female,Madhya Pradesh,Business,63731.0,Personal Loan,553900,356351,36,12.57,11933.2,630.0,64,0,60,334340,Current,Active,0,0,2023-05-12,2028-07-28,0,0,0.1872,18.7,0.9382,0,0.47,High Risk,Reject
LN0000109,CUST000165,45,Female,Telangana,Self Employed,29307.0,Personal Loan,118887,101729,24,14.24,4895.84,749.0,22,0,75,74354,Current,Active,0,0,2023-12-13,2025-08-29,0,0,0.1671,16.7,0.7309,0,0.29,Low Risk,Approve with Conditions
LN0000439,CUST000063,29,Male,Maharashtra,Self Employed,37336.0,Personal Loan,376609,262855,12,15.14,23742.22,648.0,0,0,75,242826,Current,Active,0,0,2025-01-26,,0,0,0.6359,63.6,0.9238,1,0.59,High Risk,Reject
LN0000417,CUST000522,47,Female,Gujarat,Professional,43042.0,MSME Loan,598850,488419,24,16.4,24007.97,702.0,49,60,90,91425,31-60,Delinquent,0,0,2023-04-19,2027-02-05,0,0,0.5578,55.8,0.1872,1,0.95,Medium Risk,Approve with Conditions
LN0000399,CUST000507,30,Male,Delhi,Business,85694.0,Home Loan,1450648,1248904,300,9.38,10807.64,745.0,36,0,75,639915,Current,Active,0,0,2025-04-19,2028-02-29,0,0,0.1261,12.6,0.5124,0,1.21,Low Risk,Approve with Conditions
LN0000185,CUST000487,27,Female,West Bengal,Salaried,65548.0,Personal Loan,213202,171918,60,16.53,4229.28,687.0,35,75,75,72703,61-90,Delinquent,0,0,2025-08-12,,0,0,0.0645,6.4,0.4229,1,0.22,High Risk,Reject
LN0000100,CUST000047,37,Female,Gujarat,Salaried,89176.0,Personal Loan,334002,292477,12,49.0,26833.78,772.0,54,90,90,36271,61-90,Delinquent,1,0,2025-12-26,2030-02-21,0,0,0.3009,30.1,0.124,1,0.27,High Risk,Reject
LN0000647,CUST000540,66,Female,Rajasthan,Salaried,50424.0,Vehicle Loan,920071,678417,24,31.0,33292.01,642.0,19,30,90,90765,1-30,Active,0,0,2022-03-16,2023-08-16,0,0,0.6602,66.0,0.1338,1,1.12,High Risk,Reject
LN0000296,CUST000029,21,Male,Rajasthan,Business,121176.0,Personal Loan,618577,473943,36,12.18,15782.47,677.0,25,0,90,282794,Current,Active,0,0,2023-05-18,2025-05-18,0,0,0.1302,13.0,0.5967,0,0.33,Medium Risk,Approve with Conditions
LN0000110,CUST000649,35,Male,Telangana,Self Employed,28514.0,Personal Loan,236886,236886,36,19.79,8778.21,846.0,28,30,150,107651,1-30,Active,0,0,2025-09-23,2027-10-29,0,0,0.3079,30.8,0.4544,1,0.69,Medium Risk,Approve with Conditions
LN0000735,CUST000322,37,Female,Rajasthan,Self Employed,77183.0,Personal Loan,83474,54401,36,16.32,1921.18,628.0,6,0,45,19307,Current,Active,0,0,2025-02-24,2025-07-11,0,0,0.0249,2.5,0.3549,0,0.06,High Risk,Reject
LN0000954,CUST000685,23,Male,Gujarat,Salaried,76489.0,Vehicle Loan,1079965,1063714,36,14.22,36468.99,850.0,8,0,90,596507,Current,Active,0,0,2020-03-22,,0,0,0.4768,47.7,0.5608,1,1.16,High Risk,Approve with Conditions
LN0000912,CUST000580,57,Male,Telangana,Business,74068.0,MSME Loan,358832,318358,24,16.14,15609.1,705.0,62,0,60,228394,Current,Active,0,0,2022-03-17,2027-03-08,0,0,0.2107,21.1,0.7174,0,0.36,Low Risk,Approve with Conditions
LN0000346,CUST000188,32,Male,Karnataka,Salaried,73807.0,Personal Loan,508277,414955,18,18.51,26577.52,651.0,1,45,150,370304,31-60,Delinquent,0,0,2022-04-09,2022-03-02,0,0,0.3601,36.0,0.8924,1,0.47,Medium Risk,Approve with Conditions
LN0000231,CUST000396,21,Male,Delhi,Salaried,58025.0,Home Loan,5824555,3889159,120,15.21,63246.82,585.0,28,0,90,3018157,Current,Active,0,0,2023-05-12,2025-08-09,0,0,1.0,100.0,0.776,0,5.59,High Risk,Reject
LN0000488,CUST000463,26,Female,Maharashtra,Salaried,28350.0,Consumer Durable Loan,36169,27309,24,14.83,1321.92,609.0,57,60,60,5238,31-60,Delinquent,0,0,2024-12-25,2029-07-01,0,0,0.0466,4.7,0.1918,1,0.08,High Risk,Reject
LN0000366,CUST000173,21,Female,Gujarat,Business,29928.0,Home Loan,5933849,5145894,240,8.85,45803.68,701.0,22,45,45,2094566,31-60,Delinquent,0,0,2022-07-21,2024-03-07,0,0,1.0,100.0,0.407,1,14.33,Medium Risk,Reject
LN0000455,CUST000575,45,Male,Karnataka,Salaried,45798.0,Home Loan,7375809,5628790,300,14.63,70483.24,696.0,19,0,15,2888560,Current,Active,0,0,2024-09-06,2026-03-29,0,0,1.0,100.0,0.5132,0,10.24,Medium Risk,Reject
LN0000863,CUST000065,35,Male,Tamil Nadu,Professional,46077.0,Vehicle Loan,602782,449277,48,14.85,12469.58,748.0,16,0,60,147135,Current,Active,0,0,2020-08-04,2021-11-14,0,0,0.2706,27.1,0.3275,0,0.81,Low Risk,Approve with Conditions
LN0000449,CUST000537,16,Female,Delhi,Professional,29747.0,Personal Loan,355514,347072,12,12.89,30981.62,850.0,64,0,75,337570,Current,Active,0,0,2021-01-25,2026-03-31,0,0,1.0,100.0,0.9726,0,0.97,Medium Risk,Reject
LN0000067,CUST000249,51,Male,Rajasthan,Self Employed,84656.0,Consumer Durable Loan,125600,103109,12,16.48,9378.6,686.0,56,0,60,21438,Current,Active,0,0,2020-12-23,2025-07-19,0,0,0.1108,11.1,0.2079,0,0.1,Medium Risk,Approve with Conditions
LN0000408,CUST000371,22,Male,Madhya Pradesh,Salaried,29180.0,Vehicle Loan,490905,384831,24,18.2,19249.55,709.0,36,7,45,149785,1-30,Active,0,0,2023-08-20,2026-07-13,0,0,0.6597,66.0,0.3892,1,1.1,Medium Risk,Reject
LN0000452,CUST000271,59,Male,Maharashtra,Self Employed,37197.0,Home Loan,3232009,2805566,120,9.34,36058.02,769.0,58,0,45,577815,Current,Active,0,0,2021-12-19,2026-09-11,0,0,0.9694,96.9,0.206,0,6.29,Medium Risk,Reject
LN0000845,CUST000674,44,Female,Uttar Pradesh,Salaried,89213.0,Consumer Durable Loan,17892,13030,18,20.13,844.68,649.0,9,0,150,5031,Current,Active,0,0,2022-06-12,2023-02-18,0,0,0.0095,1.0,0.3861,0,0.01,High Risk,Reject
LN0000947,CUST000491,21,Male,Maharashtra,Business,53789.0,Personal Loan,635114,559489,48,16.67,16048.72,768.0,37,7,90,241246,1-30,Active,0,0,2020-03-26,2020-02-24,0,0,0.2984,29.8,0.4312,1,0.87,Medium Risk,Approve with Conditions
LN0000768,CUST000573,21,Male,West Bengal,Salaried,76657.0,Vehicle Loan,1224402,1114283,48,8.71,27575.79,811.0,51,15,75,173634,1-30,Active,0,0,2020-04-05,2024-05-13,0,0,0.3597,36.0,0.1558,1,1.21,Medium Risk,Approve with Conditions
LN0000916,CUST000134,41,Female,Delhi,Salaried,16927.0,Home Loan,6857400,6230065,300,18.67,97882.76,756.0,3,0,0,4746238,Current,Active,0,0,2023-05-24,2023-08-08,0,0,1.0,100.0,0.7618,0,30.67,Medium Risk,Reject
LN0000502,CUST000461,29,Male,Madhya Pradesh,Salaried,97577.0,Consumer Durable Loan,52669,40219,12,20.31,3731.64,716.0,58,90,150,27691,61-90,Delinquent,1,0,2024-04-30,2028-09-27,0,0,0.0382,3.8,0.6885,1,0.03,High Risk,Reject
LN0000226,CUST000348,55,Male,Tamil Nadu,Salaried,132916.0,MSME Loan,2200836,1737915,60,13.23,39747.83,665.0,42,45,90,515417,31-60,Delinquent,0,0,2022-01-24,2025-05-23,0,0,0.299,29.9,0.2966,1,1.09,Medium Risk,Approve with Conditions
LN0000487,CUST000677,29,Male,Uttar Pradesh,Business,77610.0,Personal Loan,371809,361797,60,14.04,8425.89,833.0,72,75,120,294514,61-90,Delinquent,0,0,2020-10-01,2026-05-03,0,0,0.1086,10.9,0.814,1,0.39,High Risk,Reject
